subscription_id,user_id,plan,monthly_price,trial_start_date,paid_start_date,end_date,status
23559,35098,Pro,24,10/10/24,,10/24/24,trial_expired
23560,35099,Standard,12,4/18/24,,5/2/24,trial_expired
23561,35101,Standard,12,11/10/24,,11/24/24,trial_expired
23562,35102,Pro,24,1/30/24,,2/13/24,trial_expired
23563,35103,Standard,12,8/14/24,8/28/24,,active
23564,35104,Standard,12,11/26/24,12/10/24,,active
23565,35105,Standard,12,2/23/24,,3/8/24,trial_expired
23566,35107,Standard,12,8/30/24,,9/13/24,trial_expired
23567,35108,Standard,12,8/17/24,,8/31/24,trial_expired
23568,35111,Standard,12,8/13/24,,8/27/24,trial_expired
23569,35112,Standard,12,6/28/24,,7/12/24,trial_expired
23570,35113,Pro,24,2/5/24,2/19/24,,active
23571,35114,Pro,24,8/18/24,,9/1/24,trial_expired
23572,35115,Standard,12,3/7/24,,3/21/24,trial_expired
23573,35117,Pro,24,2/5/24,,2/19/24,trial_expired
23574,35120,Standard,12,2/13/24,,2/27/24,trial_expired
23575,35121,Standard,12,6/12/24,6/26/24,,active
23576,35122,Standard,12,12/8/24,,12/22/24,trial_expired
23577,35123,Pro,24,10/23/24,,11/6/24,trial_expired
23578,35124,Standard,12,4/7/24,,4/21/24,trial_expired
23579,35127,Standard,12,7/13/24,,7/27/24,trial_expired
23580,35128,Standard,12,2/21/24,,3/6/24,trial_expired
23581,35129,Standard,12,3/7/24,3/21/24,,active
23582,35130,Standard,12,10/29/24,,11/12/24,trial_expired
23583,35131,Pro,24,5/21/24,,6/4/24,trial_expired
23584,35132,Standard,12,10/28/24,,11/11/24,trial_expired
23585,35133,Standard,12,3/20/24,,4/3/24,trial_expired
23586,35135,Standard,12,7/18/24,,8/1/24,trial_expired
23587,35137,Standard,12,8/23/24,9/6/24,,active
23588,35138,Pro,24,2/24/24,3/9/24,3/24/24,churned
23589,35139,Standard,12,11/16/24,,11/30/24,trial_expired
23590,35140,Pro,24,10/8/24,,10/22/24,trial_expired
23591,35141,Pro,24,4/27/24,,5/11/24,trial_expired
23592,35143,Standard,12,12/1/24,,12/15/24,trial_expired
23593,35144,Standard,12,6/19/24,7/3/24,7/30/24,churned
23594,35146,Pro,24,10/27/24,,11/10/24,trial_expired
23595,35147,Pro,24,1/2/24,,1/16/24,trial_expired
23596,35148,Standard,12,9/20/24,,10/4/24,trial_expired
23597,35149,Standard,12,3/30/24,,4/13/24,trial_expired
23598,35150,Standard,12,9/23/24,,10/7/24,trial_expired
23599,35151,Standard,12,6/24/24,7/8/24,,active
23600,35152,Standard,12,1/10/24,1/24/24,2/11/24,churned
23601,35155,Pro,24,5/8/24,,5/22/24,trial_expired
23602,35156,Standard,12,9/25/24,,10/9/24,trial_expired
23603,35157,Standard,12,7/15/24,,7/29/24,trial_expired
23604,35158,Standard,12,1/16/24,,1/30/24,trial_expired
23605,35159,Standard,12,9/7/24,9/21/24,,active
23606,35162,Standard,12,11/19/24,,12/3/24,trial_expired
23607,35164,Standard,12,2/3/24,,2/17/24,trial_expired
23608,35165,Standard,12,10/5/24,,10/19/24,trial_expired
23609,35167,Standard,12,10/25/24,,11/8/24,trial_expired
23610,35168,Standard,12,9/2/24,,9/16/24,trial_expired
23611,35169,Pro,24,1/3/24,1/17/24,,active
23612,35170,Standard,12,2/23/24,3/8/24,,active
23613,35171,Pro,24,5/22/24,,6/5/24,trial_expired
23614,35173,Standard,12,12/11/24,,12/25/24,trial_expired
23615,35175,Pro,24,10/29/24,,11/12/24,trial_expired
23616,35176,Pro,24,8/1/24,8/15/24,9/3/24,churned
23617,35178,Pro,24,10/11/24,10/25/24,,active
23618,35179,Standard,12,2/9/24,,2/23/24,trial_expired
23619,35180,Standard,12,2/9/24,2/23/24,,active
23620,35181,Standard,12,4/16/24,,4/30/24,trial_expired
23621,35182,Standard,12,12/7/24,,12/21/24,trial_expired
23622,35183,Standard,12,10/10/24,,10/24/24,trial_expired
23623,35184,Standard,12,2/3/24,,2/17/24,trial_expired
23624,35185,Standard,12,12/6/24,12/20/24,,active
23625,35186,Standard,12,10/24/24,,11/7/24,trial_expired
23626,35188,Standard,12,2/25/24,3/10/24,4/8/24,churned
23627,35189,Standard,12,5/11/24,,5/25/24,trial_expired
23628,35191,Standard,12,9/5/24,,9/19/24,trial_expired
23629,35192,Standard,12,8/17/24,,8/31/24,trial_expired
23630,35194,Standard,12,5/9/24,,5/23/24,trial_expired
23631,35195,Standard,12,7/25/24,,8/8/24,trial_expired
23632,35196,Pro,24,11/11/24,,11/25/24,trial_expired
23633,35197,Standard,12,2/23/24,,3/8/24,trial_expired
23634,35198,Pro,24,10/4/24,10/18/24,,active
23635,35200,Standard,12,10/11/24,,10/25/24,trial_expired
23636,35201,Standard,12,6/27/24,,7/11/24,trial_expired
23637,35202,Standard,12,10/4/24,,10/18/24,trial_expired
23638,35203,Standard,12,11/16/24,,11/30/24,trial_expired
23639,35204,Standard,12,10/17/24,,10/31/24,trial_expired
23640,35206,Pro,24,2/25/24,,3/10/24,trial_expired
23641,35208,Standard,12,1/14/24,,1/28/24,trial_expired
23642,35210,Pro,24,4/21/24,,5/5/24,trial_expired
23643,35211,Standard,12,10/1/24,,10/15/24,trial_expired
23644,35212,Standard,12,9/14/24,,9/28/24,trial_expired
23645,35213,Pro,24,7/24/24,8/7/24,8/29/24,churned
23646,35214,Pro,24,1/28/24,2/11/24,,active
23647,35216,Standard,12,1/12/24,1/26/24,,active
23648,35217,Pro,24,12/3/24,,12/17/24,trial_expired
23649,35220,Pro,24,1/4/24,,1/18/24,trial_expired
23650,35221,Pro,24,8/24/24,9/7/24,10/1/24,churned
23651,35222,Pro,24,8/28/24,,9/11/24,trial_expired
23652,35224,Pro,24,4/29/24,,5/13/24,trial_expired
23653,35225,Standard,12,1/23/24,,2/6/24,trial_expired
23654,35228,Standard,12,5/16/24,5/30/24,6/24/24,churned
23655,35232,Standard,12,12/15/24,12/29/24,,active
23656,35233,Pro,24,4/21/24,,5/5/24,trial_expired
23657,35234,Pro,24,1/11/24,,1/25/24,trial_expired
23658,35235,Standard,12,4/7/24,,4/21/24,trial_expired
23659,35236,Standard,12,1/19/24,,2/2/24,trial_expired
23660,35237,Standard,12,6/13/24,,6/27/24,trial_expired
23661,35238,Standard,12,11/7/24,,11/21/24,trial_expired
23662,35240,Pro,24,9/24/24,,10/8/24,trial_expired
23663,35241,Pro,24,12/7/24,,12/21/24,trial_expired
23664,35244,Standard,12,3/8/24,,3/22/24,trial_expired
23665,35245,Standard,12,7/18/24,8/1/24,8/18/24,churned
23666,35246,Standard,12,5/13/24,,5/27/24,trial_expired
23667,35247,Pro,24,2/16/24,,3/1/24,trial_expired
23668,35248,Standard,12,12/10/24,,12/24/24,trial_expired
23669,35249,Standard,12,2/22/24,,3/7/24,trial_expired
23670,35250,Standard,12,10/8/24,,10/22/24,trial_expired
23671,35251,Standard,12,1/31/24,,2/14/24,trial_expired
23672,35252,Standard,12,7/26/24,,8/9/24,trial_expired
23673,35253,Pro,24,9/17/24,10/1/24,10/29/24,churned
23674,35254,Pro,24,4/8/24,,4/22/24,trial_expired
23675,35255,Pro,24,2/3/24,,2/17/24,trial_expired
23676,35257,Standard,12,8/22/24,9/5/24,,active
23677,35258,Pro,24,5/8/24,5/22/24,6/11/24,churned
23678,35260,Standard,12,1/21/24,2/4/24,,active
23679,35261,Standard,12,5/3/24,,5/17/24,trial_expired
23680,35262,Standard,12,11/24/24,,12/8/24,trial_expired
23681,35263,Pro,24,3/13/24,,3/27/24,trial_expired
23682,35265,Standard,12,9/16/24,,9/30/24,trial_expired
23683,35266,Standard,12,10/28/24,11/11/24,,active
23684,35267,Standard,12,2/4/24,,2/18/24,trial_expired
23685,35268,Standard,12,8/20/24,,9/3/24,trial_expired
23686,35270,Standard,12,3/23/24,4/6/24,,active
23687,35271,Standard,12,1/16/24,,1/30/24,trial_expired
23688,35272,Standard,12,11/11/24,,11/25/24,trial_expired
23689,35275,Pro,24,8/14/24,,8/28/24,trial_expired
23690,35276,Standard,12,6/2/24,6/16/24,,active
23691,35277,Standard,12,2/4/24,,2/18/24,trial_expired
23692,35278,Standard,12,4/29/24,,5/13/24,trial_expired
23693,35279,Standard,12,5/13/24,,5/27/24,trial_expired
23694,35280,Standard,12,8/13/24,,8/27/24,trial_expired
23695,35281,Standard,12,6/12/24,6/26/24,,active
23696,35282,Standard,12,2/15/24,,2/29/24,trial_expired
23697,35283,Pro,24,9/2/24,,9/16/24,trial_expired
23698,35285,Standard,12,7/19/24,,8/2/24,trial_expired
23699,35286,Pro,24,1/29/24,,2/12/24,trial_expired
23700,35287,Standard,12,2/15/24,,2/29/24,trial_expired
23701,35288,Standard,12,12/14/24,,12/28/24,trial_expired
23702,35289,Standard,12,3/21/24,4/4/24,,active
23703,35290,Pro,24,5/6/24,,5/20/24,trial_expired
23704,35292,Pro,24,10/24/24,11/7/24,,active
23705,35294,Standard,12,6/9/24,,6/23/24,trial_expired
23706,35295,Standard,12,12/30/24,,1/13/25,trial_expired
23707,35296,Standard,12,2/15/24,,2/29/24,trial_expired
23708,35300,Pro,24,11/19/24,,12/3/24,trial_expired
23709,35301,Standard,12,10/15/24,,10/29/24,trial_expired
23710,35302,Standard,12,8/24/24,,9/7/24,trial_expired
23711,35304,Pro,24,7/2/24,7/16/24,8/1/24,churned
23712,35305,Standard,12,1/18/24,,2/1/24,trial_expired
23713,35306,Standard,12,9/28/24,,10/12/24,trial_expired
23714,35307,Standard,12,2/21/24,,3/6/24,trial_expired
23715,35308,Standard,12,4/17/24,,5/1/24,trial_expired
23716,35309,Pro,24,4/13/24,,4/27/24,trial_expired
23717,35310,Standard,12,10/24/24,,11/7/24,trial_expired
23718,35311,Standard,12,6/11/24,,6/25/24,trial_expired
23719,35312,Standard,12,7/29/24,,8/12/24,trial_expired
23720,35315,Standard,12,7/21/24,8/4/24,,active
23721,35316,Pro,24,3/23/24,4/6/24,,active
23722,35317,Pro,24,9/22/24,10/6/24,,active
23723,35318,Pro,24,6/27/24,,7/11/24,trial_expired
23724,35319,Pro,24,12/27/24,1/10/25,,active
23725,35320,Pro,24,4/13/24,,4/27/24,trial_expired
23726,35322,Standard,12,12/9/24,,12/23/24,trial_expired
23727,35324,Pro,24,7/11/24,,7/25/24,trial_expired
23728,35325,Pro,24,2/24/24,,3/9/24,trial_expired
23729,35327,Standard,12,8/17/24,,8/31/24,trial_expired
23730,35330,Standard,12,7/27/24,8/10/24,,active
23731,35332,Standard,12,11/20/24,,12/4/24,trial_expired
23732,35336,Standard,12,12/25/24,,1/8/25,trial_expired
23733,35337,Standard,12,10/11/24,10/25/24,,active
23734,35339,Standard,12,4/4/24,,4/18/24,trial_expired
23735,35340,Standard,12,2/17/24,3/2/24,,active
23736,35341,Standard,12,10/4/24,10/18/24,,active
23737,35342,Pro,24,3/13/24,,3/27/24,trial_expired
23738,35343,Pro,24,10/1/24,,10/15/24,trial_expired
23739,35345,Standard,12,6/16/24,,6/30/24,trial_expired
23740,35346,Standard,12,9/12/24,,9/26/24,trial_expired
23741,35347,Standard,12,11/28/24,12/12/24,,active
23742,35348,Pro,24,10/14/24,,10/28/24,trial_expired
23743,35349,Standard,12,2/25/24,,3/10/24,trial_expired
23744,35351,Standard,12,7/30/24,,8/13/24,trial_expired
23745,35352,Standard,12,4/20/24,,5/4/24,trial_expired
23746,35355,Standard,12,7/1/24,,7/15/24,trial_expired
23747,35357,Standard,12,3/4/24,,3/18/24,trial_expired
23748,35359,Pro,24,4/6/24,4/20/24,,active
23749,35360,Standard,12,3/21/24,4/4/24,,active
23750,35361,Pro,24,8/3/24,,8/17/24,trial_expired
23751,35365,Standard,12,8/12/24,,8/26/24,trial_expired
23752,35370,Standard,12,12/31/24,,1/14/25,trial_expired
23753,35371,Pro,24,4/7/24,,4/21/24,trial_expired
23754,35372,Standard,12,7/17/24,,7/31/24,trial_expired
23755,35373,Standard,12,9/15/24,,9/29/24,trial_expired
23756,35374,Standard,12,8/3/24,8/17/24,9/15/24,churned
23757,35375,Standard,12,1/18/24,,2/1/24,trial_expired
23758,35376,Pro,24,7/22/24,,8/5/24,trial_expired
23759,35377,Standard,12,12/22/24,1/5/25,1/26/25,churned
23760,35378,Pro,24,6/13/24,,6/27/24,trial_expired
23761,35379,Standard,12,2/21/24,,3/6/24,trial_expired
23762,35381,Standard,12,6/14/24,,6/28/24,trial_expired
23763,35383,Standard,12,11/9/24,,11/23/24,trial_expired
23764,35384,Pro,24,12/17/24,,12/31/24,trial_expired
23765,35385,Standard,12,12/12/24,12/26/24,1/12/25,churned
23766,35386,Pro,24,5/31/24,,6/14/24,trial_expired
23767,35388,Standard,12,5/8/24,,5/22/24,trial_expired
23768,35389,Standard,12,2/26/24,,3/11/24,trial_expired
23769,35391,Standard,12,3/20/24,4/3/24,,active
23770,35394,Standard,12,10/29/24,,11/12/24,trial_expired
23771,35398,Pro,24,6/10/24,,6/24/24,trial_expired
23772,35400,Pro,24,7/1/24,,7/15/24,trial_expired
23773,35401,Standard,12,8/6/24,,8/20/24,trial_expired
23774,35402,Standard,12,6/22/24,7/6/24,7/29/24,churned
23775,35404,Pro,24,5/23/24,,6/6/24,trial_expired
23776,35405,Standard,12,12/7/24,,12/21/24,trial_expired
23777,35406,Standard,12,2/2/24,2/16/24,,active
23778,35408,Pro,24,12/9/24,,12/23/24,trial_expired
23779,35410,Standard,12,11/22/24,,12/6/24,trial_expired
23780,35413,Standard,12,9/15/24,,9/29/24,trial_expired
23781,35414,Standard,12,9/10/24,,9/24/24,trial_expired
23782,35416,Standard,12,6/14/24,6/28/24,7/14/24,churned
23783,35417,Standard,12,1/19/24,,2/2/24,trial_expired
23784,35419,Pro,24,12/28/24,,1/11/25,trial_expired
23785,35420,Standard,12,12/12/24,,12/26/24,trial_expired
23786,35421,Standard,12,9/19/24,,10/3/24,trial_expired
23787,35422,Standard,12,5/29/24,,6/12/24,trial_expired
23788,35423,Standard,12,6/8/24,,6/22/24,trial_expired
23789,35426,Standard,12,10/22/24,11/5/24,,active
23790,35427,Standard,12,7/23/24,,8/6/24,trial_expired
23791,35428,Standard,12,7/10/24,,7/24/24,trial_expired
23792,35429,Standard,12,2/9/24,,2/23/24,trial_expired
23793,35430,Standard,12,12/5/24,,12/19/24,trial_expired
23794,35431,Standard,12,4/26/24,5/10/24,6/6/24,churned
23795,35432,Standard,12,6/3/24,,6/17/24,trial_expired
23796,35433,Standard,12,5/14/24,,5/28/24,trial_expired
23797,35434,Pro,24,5/14/24,,5/28/24,trial_expired
23798,35435,Standard,12,8/20/24,,9/3/24,trial_expired
23799,35436,Pro,24,8/31/24,9/14/24,10/5/24,churned
23800,35437,Standard,12,8/20/24,,9/3/24,trial_expired
23801,35439,Pro,24,12/22/24,,1/5/25,trial_expired
23802,35440,Standard,12,9/30/24,,10/14/24,trial_expired
23803,35441,Pro,24,11/24/24,12/8/24,,active
23804,35442,Standard,12,3/10/24,3/24/24,,active
23805,35443,Standard,12,12/10/24,,12/24/24,trial_expired
23806,35444,Standard,12,10/1/24,,10/15/24,trial_expired
23807,35445,Standard,12,7/18/24,,8/1/24,trial_expired
23808,35448,Standard,12,11/11/24,11/25/24,,active
23809,35450,Pro,24,9/19/24,,10/3/24,trial_expired
23810,35452,Pro,24,10/19/24,,11/2/24,trial_expired
23811,35453,Standard,12,6/5/24,6/19/24,7/14/24,churned
23812,35454,Pro,24,12/3/24,,12/17/24,trial_expired
23813,35455,Standard,12,4/30/24,,5/14/24,trial_expired
23814,35456,Standard,12,11/8/24,,11/22/24,trial_expired
23815,35457,Standard,12,6/20/24,,7/4/24,trial_expired
23816,35458,Standard,12,4/7/24,,4/21/24,trial_expired
23817,35459,Standard,12,5/20/24,,6/3/24,trial_expired
23818,35460,Pro,24,10/29/24,,11/12/24,trial_expired
23819,35462,Standard,12,2/29/24,,3/14/24,trial_expired
23820,35463,Standard,12,2/22/24,,3/7/24,trial_expired
23821,35464,Standard,12,9/19/24,,10/3/24,trial_expired
23822,35465,Pro,24,4/11/24,,4/25/24,trial_expired
23823,35466,Standard,12,3/28/24,,4/11/24,trial_expired
23824,35467,Standard,12,10/11/24,10/25/24,,active
23825,35468,Pro,24,5/11/24,,5/25/24,trial_expired
23826,35470,Standard,12,6/19/24,7/3/24,,active
23827,35471,Standard,12,8/10/24,,8/24/24,trial_expired
23828,35473,Standard,12,1/26/24,,2/9/24,trial_expired
23829,35476,Standard,12,6/29/24,,7/13/24,trial_expired
23830,35478,Pro,24,5/2/24,,5/16/24,trial_expired
23831,35480,Standard,12,2/23/24,3/8/24,,active
23832,35481,Pro,24,12/18/24,,1/1/25,trial_expired
23833,35482,Standard,12,12/30/24,,1/13/25,trial_expired
23834,35483,Standard,12,5/27/24,,6/10/24,trial_expired
23835,35485,Standard,12,9/3/24,9/17/24,,active
23836,35486,Pro,24,3/12/24,,3/26/24,trial_expired
23837,35487,Standard,12,6/7/24,,6/21/24,trial_expired
23838,35489,Pro,24,2/25/24,,3/10/24,trial_expired
23839,35490,Standard,12,8/14/24,,8/28/24,trial_expired
23840,35491,Standard,12,8/21/24,,9/4/24,trial_expired
23841,35493,Standard,12,7/30/24,,8/13/24,trial_expired
23842,35494,Standard,12,12/4/24,,12/18/24,trial_expired
23843,35495,Standard,12,2/21/24,,3/6/24,trial_expired
23844,35497,Pro,24,4/16/24,,4/30/24,trial_expired
23845,35498,Standard,12,10/13/24,,10/27/24,trial_expired
23846,35499,Standard,12,8/14/24,,8/28/24,trial_expired
23847,35500,Standard,12,7/17/24,,7/31/24,trial_expired
23848,35501,Standard,12,10/24/24,11/7/24,12/5/24,churned
23849,35502,Standard,12,12/24/24,1/7/25,,active
23850,35503,Standard,12,3/23/24,4/6/24,4/25/24,churned
23851,35505,Standard,12,5/29/24,,6/12/24,trial_expired
23852,35506,Standard,12,3/3/24,,3/17/24,trial_expired
23853,35507,Standard,12,4/17/24,,5/1/24,trial_expired
23854,35509,Pro,24,11/30/24,,12/14/24,trial_expired
23855,35511,Standard,12,8/26/24,,9/9/24,trial_expired
23856,35513,Standard,12,1/28/24,2/11/24,,active
23857,35514,Pro,24,12/13/24,12/27/24,1/11/25,churned
23858,35515,Pro,24,11/11/24,,11/25/24,trial_expired
23859,35516,Pro,24,7/14/24,7/28/24,8/18/24,churned
23860,35517,Pro,24,3/24/24,4/7/24,,active
23861,35519,Standard,12,12/24/24,1/7/25,,active
23862,35520,Pro,24,1/5/24,1/19/24,,active
23863,35521,Standard,12,4/10/24,,4/24/24,trial_expired
23864,35522,Standard,12,9/19/24,,10/3/24,trial_expired
23865,35523,Standard,12,12/13/24,12/27/24,,active
23866,35524,Pro,24,2/20/24,3/5/24,4/2/24,churned
23867,35525,Standard,12,10/19/24,,11/2/24,trial_expired
23868,35526,Standard,12,5/16/24,5/30/24,,active
23869,35527,Standard,12,9/17/24,,10/1/24,trial_expired
23870,35528,Standard,12,2/12/24,,2/26/24,trial_expired
23871,35529,Pro,24,11/19/24,12/3/24,12/18/24,churned
23872,35530,Standard,12,9/27/24,,10/11/24,trial_expired
23873,35531,Standard,12,12/18/24,,1/1/25,trial_expired
23874,35532,Pro,24,7/17/24,7/31/24,,active
23875,35533,Standard,12,11/26/24,12/10/24,,active
23876,35537,Standard,12,11/3/24,,11/17/24,trial_expired
23877,35538,Standard,12,6/16/24,,6/30/24,trial_expired
23878,35540,Standard,12,9/8/24,,9/22/24,trial_expired
23879,35541,Standard,12,10/21/24,,11/4/24,trial_expired
23880,35542,Standard,12,8/13/24,8/27/24,,active
23881,35543,Standard,12,8/27/24,9/10/24,10/9/24,churned
23882,35544,Standard,12,7/23/24,,8/6/24,trial_expired
23883,35545,Standard,12,8/26/24,,9/9/24,trial_expired
23884,35547,Standard,12,10/20/24,,11/3/24,trial_expired
23885,35548,Pro,24,10/31/24,11/14/24,,active
23886,35549,Pro,24,7/22/24,,8/5/24,trial_expired
23887,35550,Standard,12,3/4/24,,3/18/24,trial_expired
23888,35551,Pro,24,5/31/24,,6/14/24,trial_expired
23889,35552,Standard,12,11/9/24,,11/23/24,trial_expired
23890,35554,Standard,12,4/20/24,5/4/24,5/21/24,churned
23891,35555,Standard,12,12/12/24,12/26/24,,active
23892,35557,Pro,24,12/6/24,,12/20/24,trial_expired
23893,35558,Standard,12,12/10/24,,12/24/24,trial_expired
23894,35559,Standard,12,7/20/24,,8/3/24,trial_expired
23895,35561,Pro,24,8/4/24,8/18/24,9/2/24,churned
23896,35562,Pro,24,6/2/24,,6/16/24,trial_expired
23897,35563,Standard,12,10/30/24,,11/13/24,trial_expired
23898,35564,Pro,24,2/18/24,,3/3/24,trial_expired
23899,35565,Standard,12,4/1/24,,4/15/24,trial_expired
23900,35566,Standard,12,3/30/24,,4/13/24,trial_expired
23901,35567,Standard,12,8/28/24,,9/11/24,trial_expired
23902,35569,Standard,12,11/10/24,,11/24/24,trial_expired
23903,35570,Standard,12,12/1/24,,12/15/24,trial_expired
23904,35572,Standard,12,9/20/24,,10/4/24,trial_expired
23905,35573,Pro,24,12/4/24,12/18/24,1/15/25,churned
23906,35574,Standard,12,4/25/24,,5/9/24,trial_expired
23907,35575,Standard,12,10/2/24,,10/16/24,trial_expired
23908,35576,Standard,12,2/3/24,,2/17/24,trial_expired
23909,35577,Pro,24,2/24/24,3/9/24,,active
23910,35578,Standard,12,4/3/24,,4/17/24,trial_expired
23911,35579,Standard,12,2/15/24,,2/29/24,trial_expired
23912,35580,Pro,24,12/20/24,,1/3/25,trial_expired
23913,35581,Pro,24,7/4/24,,7/18/24,trial_expired
23914,35582,Standard,12,12/3/24,,12/17/24,trial_expired
23915,35583,Pro,24,7/8/24,,7/22/24,trial_expired
23916,35585,Standard,12,5/13/24,,5/27/24,trial_expired
23917,35586,Standard,12,12/17/24,,12/31/24,trial_expired
23918,35587,Standard,12,1/17/24,1/31/24,,active
23919,35589,Pro,24,12/17/24,,12/31/24,trial_expired
23920,35591,Standard,12,11/6/24,,11/20/24,trial_expired
23921,35592,Standard,12,5/3/24,5/17/24,,active
23922,35593,Standard,12,6/29/24,,7/13/24,trial_expired
23923,35596,Standard,12,1/6/24,,1/20/24,trial_expired
23924,35597,Standard,12,10/21/24,,11/4/24,trial_expired
23925,35598,Standard,12,12/16/24,,12/30/24,trial_expired
23926,35599,Standard,12,9/26/24,,10/10/24,trial_expired
23927,35600,Pro,24,10/31/24,,11/14/24,trial_expired
23928,35601,Standard,12,7/23/24,,8/6/24,trial_expired
23929,35603,Pro,24,10/1/24,,10/15/24,trial_expired
23930,35604,Standard,12,5/4/24,,5/18/24,trial_expired
23931,35605,Pro,24,7/3/24,7/17/24,8/1/24,churned
23932,35606,Pro,24,11/29/24,,12/13/24,trial_expired
23933,35607,Standard,12,6/1/24,,6/15/24,trial_expired
23934,35608,Standard,12,4/30/24,,5/14/24,trial_expired
23935,35609,Pro,24,1/15/24,,1/29/24,trial_expired
23936,35611,Standard,12,3/30/24,,4/13/24,trial_expired
23937,35612,Standard,12,9/5/24,9/19/24,,active
23938,35616,Standard,12,4/9/24,,4/23/24,trial_expired
23939,35617,Standard,12,10/26/24,,11/9/24,trial_expired
23940,35618,Standard,12,3/5/24,3/19/24,4/14/24,churned
23941,35619,Standard,12,2/29/24,,3/14/24,trial_expired
23942,35621,Standard,12,5/14/24,5/28/24,6/15/24,churned
23943,35622,Pro,24,12/27/24,,1/10/25,trial_expired
23944,35624,Pro,24,11/28/24,12/12/24,,active
23945,35625,Standard,12,2/29/24,3/14/24,,active
23946,35626,Standard,12,9/29/24,,10/13/24,trial_expired
23947,35627,Pro,24,8/24/24,,9/7/24,trial_expired
23948,35628,Standard,12,2/13/24,2/27/24,,active
23949,35629,Pro,24,10/25/24,,11/8/24,trial_expired
23950,35630,Standard,12,11/15/24,,11/29/24,trial_expired
23951,35631,Standard,12,12/3/24,,12/17/24,trial_expired
23952,35632,Standard,12,12/12/24,,12/26/24,trial_expired
23953,35633,Standard,12,2/17/24,,3/2/24,trial_expired
23954,35634,Standard,12,11/25/24,12/9/24,1/5/25,churned
23955,35635,Pro,24,12/13/24,,12/27/24,trial_expired
23956,35637,Pro,24,3/20/24,,4/3/24,trial_expired
23957,35641,Pro,24,12/6/24,12/20/24,,active
23958,35643,Pro,24,12/6/24,,12/20/24,trial_expired
23959,35644,Standard,12,4/15/24,,4/29/24,trial_expired
23960,35645,Pro,24,8/28/24,,9/11/24,trial_expired
23961,35647,Pro,24,7/17/24,,7/31/24,trial_expired
23962,35648,Standard,12,6/21/24,,7/5/24,trial_expired
23963,35649,Standard,12,12/13/24,,12/27/24,trial_expired
23964,35650,Pro,24,10/26/24,,11/9/24,trial_expired
23965,35651,Pro,24,11/13/24,11/27/24,,active
23966,35652,Standard,12,1/16/24,,1/30/24,trial_expired
23967,35653,Standard,12,6/15/24,,6/29/24,trial_expired
23968,35654,Pro,24,8/22/24,,9/5/24,trial_expired
23969,35657,Standard,12,3/11/24,,3/25/24,trial_expired
23970,35658,Standard,12,2/8/24,,2/22/24,trial_expired
23971,35659,Standard,12,11/27/24,12/11/24,,active
23972,35660,Standard,12,7/20/24,,8/3/24,trial_expired
23973,35662,Standard,12,11/28/24,,12/12/24,trial_expired
23974,35664,Standard,12,10/4/24,,10/18/24,trial_expired
23975,35667,Standard,12,6/29/24,,7/13/24,trial_expired
23976,35669,Standard,12,8/12/24,,8/26/24,trial_expired
23977,35672,Standard,12,7/2/24,,7/16/24,trial_expired
23978,35673,Standard,12,7/18/24,8/1/24,8/16/24,churned
23979,35674,Standard,12,2/12/24,2/26/24,,active
23980,35675,Standard,12,11/30/24,,12/14/24,trial_expired
23981,35676,Standard,12,5/16/24,5/30/24,6/18/24,churned
23982,35678,Standard,12,9/13/24,,9/27/24,trial_expired
23983,35681,Standard,12,2/25/24,,3/10/24,trial_expired
23984,35683,Standard,12,3/11/24,,3/25/24,trial_expired
23985,35684,Standard,12,4/13/24,4/27/24,5/18/24,churned
23986,35686,Standard,12,7/29/24,8/12/24,8/28/24,churned
23987,35687,Pro,24,3/12/24,,3/26/24,trial_expired
23988,35688,Pro,24,9/20/24,,10/4/24,trial_expired
23989,35691,Pro,24,8/8/24,,8/22/24,trial_expired
23990,35692,Standard,12,8/19/24,,9/2/24,trial_expired
23991,35693,Standard,12,4/27/24,5/11/24,,active
23992,35694,Pro,24,7/20/24,,8/3/24,trial_expired
23993,35695,Standard,12,6/21/24,,7/5/24,trial_expired
23994,35696,Pro,24,12/17/24,,12/31/24,trial_expired
23995,35698,Standard,12,7/1/24,,7/15/24,trial_expired
23996,35699,Standard,12,10/26/24,,11/9/24,trial_expired
23997,35700,Standard,12,8/2/24,8/16/24,,active
23998,35701,Standard,12,8/9/24,,8/23/24,trial_expired
23999,35702,Pro,24,12/2/24,,12/16/24,trial_expired
24000,35703,Standard,12,6/2/24,6/16/24,,active
24001,35704,Standard,12,1/3/24,,1/17/24,trial_expired
24002,35705,Standard,12,12/7/24,,12/21/24,trial_expired
24003,35707,Standard,12,10/28/24,11/11/24,,active
24004,35708,Pro,24,3/1/24,,3/15/24,trial_expired
24005,35709,Pro,24,1/11/24,,1/25/24,trial_expired
24006,35711,Pro,24,11/19/24,,12/3/24,trial_expired
24007,35713,Standard,12,4/18/24,,5/2/24,trial_expired
24008,35714,Standard,12,4/25/24,,5/9/24,trial_expired
24009,35716,Standard,12,2/9/24,,2/23/24,trial_expired
24010,35717,Standard,12,12/3/24,,12/17/24,trial_expired
24011,35718,Standard,12,9/24/24,10/8/24,10/23/24,churned
24012,35719,Standard,12,5/9/24,,5/23/24,trial_expired
24013,35720,Standard,12,4/9/24,,4/23/24,trial_expired
24014,35722,Standard,12,5/27/24,,6/10/24,trial_expired
24015,35724,Standard,12,12/4/24,12/18/24,,active
