user_id,variant,signup_date,device,country,acquisition_channel,pre_engagement_7d,trial_started,converted,retained,plan,revenue
27978,A,2024-09-21,mobile,IN,Paid Search,10,1,1,1,Pro,72.00
27979,A,2024-07-19,mobile,CA,Paid Search,8,1,0,0,Pro,0
27980,B,2024-12-07,mobile,CA,Email,7,1,1,1,Standard,12.00
27981,A,2024-03-07,mobile,IN,Organic,15,0,0,0,NULL,0
27982,A,2024-07-06,mobile,CA,Email,14,1,0,0,Standard,0
27983,B,2024-09-08,desktop,US,Referral,2,1,0,0,Pro,0
27984,B,2024-12-02,mobile,DE,Paid Search,14,1,0,0,Pro,0
27985,B,2024-07-11,desktop,US,Paid Search,10,1,0,0,Pro,0
27986,A,2024-12-23,mobile,US,Organic,14,1,0,0,Pro,0
27987,A,2024-09-09,mobile,IN,Paid Search,9,1,1,0,Standard,12.00
27988,A,2024-09-24,desktop,US,Referral,13,1,0,0,Standard,0
27989,A,2024-11-02,desktop,CA,Social,9,1,1,1,Standard,24.00
27990,A,2024-10-05,desktop,UK,Organic,9,1,1,1,Standard,36.00
27991,A,2024-07-24,desktop,BR,Social,8,0,0,0,NULL,0
27992,B,2024-10-18,desktop,US,Email,9,1,0,0,Standard,0
27993,A,2024-01-16,desktop,US,Paid Search,9,0,0,0,NULL,0
27994,A,2024-12-09,mobile,US,Organic,4,1,0,0,Standard,0
27995,B,2024-11-04,mobile,US,Organic,14,1,0,0,Standard,0
27996,A,2024-09-03,mobile,US,Organic,18,1,0,0,Standard,0
27997,B,2024-01-30,mobile,BR,Paid Search,7,1,0,0,Standard,0
27998,B,2024-05-01,mobile,IN,Paid Search,6,1,0,0,Standard,0
27999,A,2024-04-15,desktop,US,Social,6,1,0,0,Standard,0
28000,B,2024-04-16,desktop,IN,Social,4,0,0,0,NULL,0
28001,A,2024-09-14,mobile,UK,Organic,12,1,0,0,Pro,0
28002,A,2024-11-21,mobile,CA,Paid Search,9,0,0,0,NULL,0
28003,B,2024-09-18,desktop,US,Social,11,0,0,0,NULL,0
28004,B,2024-06-05,desktop,CA,Social,9,0,0,0,NULL,0
28005,B,2024-12-21,desktop,BR,Organic,15,1,1,1,Pro,24.00
28006,A,2024-11-17,desktop,BR,Social,14,1,0,0,Standard,0
28007,A,2024-09-19,mobile,NULL,Social,11,0,0,0,NULL,0
28008,A,2024-06-08,desktop,US,Paid Search,5,0,0,0,NULL,0
28009,A,2024-09-18,desktop,US,Organic,8,1,0,0,Standard,0
28010,A,2024-06-12,mobile,CA,Paid Search,11,0,0,0,NULL,0
28011,B,2024-03-06,mobile,US,Paid Search,10,1,0,0,Standard,0
28012,A,2024-08-27,desktop,DE,Organic,7,0,0,0,NULL,0
28013,A,2024-09-23,mobile,IN,Paid Search,8,1,0,0,Standard,0
28014,A,2024-05-21,mobile,CA,Social,9,0,0,0,NULL,0
28015,B,2024-12-08,mobile,UK,Organic,10,1,1,1,Standard,12.00
28016,B,2024-11-14,mobile,US,Social,9,1,0,0,Standard,0
28017,A,2024-08-14,mobile,IN,Organic,5,0,0,0,NULL,0
28018,A,2024-01-26,desktop,US,Referral,4,1,0,0,Standard,0
28019,A,2024-01-08,mobile,US,Organic,7,1,0,0,Pro,0
28020,A,2024-09-03,mobile,IN,Paid Search,12,1,0,0,Pro,0
28021,A,2024-11-01,mobile,IN,Paid Search,6,1,0,0,Pro,0
28022,B,2024-07-16,desktop,US,Organic,12,1,0,0,Standard,0
28023,B,2024-01-10,desktop,US,Referral,11,1,0,0,Standard,0
28024,B,2024-03-02,mobile,US,Social,11,0,0,0,NULL,0
28025,A,2024-03-28,mobile,BR,Paid Search,9,0,0,0,NULL,0
28026,B,2024-08-30,mobile,DE,Paid Search,11,1,1,1,Standard,48.00
28027,A,2024-07-11,desktop,US,Social,11,1,0,0,Pro,0
28028,A,2024-02-13,mobile,DE,Organic,9,1,0,0,Pro,0
28029,B,2024-07-17,mobile,UK,Paid Search,11,1,0,0,Standard,0
28030,A,2024-11-19,mobile,US,Paid Search,11,1,0,0,Standard,0
28031,B,2024-06-24,desktop,US,Paid Search,16,1,0,0,Pro,0
28032,A,2024-03-04,mobile,US,Paid Search,9,1,0,0,Standard,0
28033,B,2024-08-13,desktop,UK,Referral,14,1,1,1,Standard,60.00
28034,B,2024-12-08,mobile,IN,Paid Search,7,1,0,0,Standard,0
28035,A,2024-02-19,desktop,CA,Social,4,1,0,0,Standard,0
28036,B,2024-03-06,desktop,US,Referral,7,1,0,0,Standard,0
28037,B,2024-08-09,desktop,US,Paid Search,10,1,1,1,Standard,60.00
28038,A,2024-05-18,mobile,UK,Email,18,0,0,0,NULL,0
28039,A,2024-11-27,mobile,UK,Email,7,0,0,0,NULL,0
28040,B,2024-09-28,desktop,US,Email,13,0,0,0,NULL,0
28041,B,2024-03-03,mobile,DE,Paid Search,4,1,0,0,Pro,0
28042,B,2024-11-19,desktop,NULL,Referral,7,1,0,0,Pro,0
28043,A,2024-09-04,desktop,US,Organic,8,1,1,0,Pro,24.00
28044,A,2024-07-14,desktop,UK,Organic,8,0,0,0,NULL,0
28045,A,2024-04-16,mobile,US,Organic,8,0,0,0,NULL,0
28046,B,2024-09-07,desktop,US,Referral,12,1,0,0,Standard,0
28047,A,2024-11-28,mobile,BR,Paid Search,5,1,1,0,Standard,12.00
28048,B,2024-01-17,mobile,US,Organic,10,1,0,0,Pro,0
28049,A,2024-05-31,mobile,US,Email,14,1,0,0,Pro,0
28050,A,2024-12-10,mobile,US,Referral,6,1,1,1,Standard,12.00
28051,B,2024-06-03,desktop,UK,Email,7,1,0,0,Standard,0
28052,B,2024-01-16,mobile,BR,Paid Search,3,0,0,0,NULL,0
28053,B,2024-02-13,mobile,US,Organic,6,1,0,0,Standard,0
28054,B,2024-09-21,mobile,UK,Referral,8,1,1,0,Standard,12.00
28055,B,2024-09-24,mobile,US,Organic,14,1,0,0,Standard,0
28056,B,2024-02-19,mobile,DE,Paid Search,10,1,0,0,Pro,0
28057,B,2024-04-01,desktop,DE,Paid Search,7,0,0,0,NULL,0
28058,A,2024-08-08,desktop,UK,Organic,9,1,0,0,Pro,0
28059,B,2024-09-19,desktop,US,Paid Search,7,0,0,0,NULL,0
28060,B,2024-03-07,mobile,US,Paid Search,13,1,0,0,Pro,0
28061,B,2024-06-30,mobile,US,Social,9,1,1,0,Pro,24.00
28062,A,2024-08-07,mobile,IN,Social,13,1,1,0,Pro,24.00
28063,B,2024-01-22,desktop,US,Social,6,1,0,0,Standard,0
28064,A,2024-04-03,mobile,US,Organic,9,0,0,0,NULL,0
28065,A,2024-12-05,desktop,US,Organic,18,0,0,0,NULL,0
28066,A,2024-11-22,desktop,UK,Organic,10,1,0,0,Pro,0
28067,B,2024-05-11,mobile,DE,Social,8,0,0,0,NULL,0
28068,B,2024-11-19,mobile,IN,Referral,7,1,0,0,Standard,0
28069,B,2024-09-01,mobile,UK,Paid Search,13,1,1,1,Standard,48.00
28070,B,2024-12-25,desktop,US,Organic,11,1,1,1,Standard,12.00
28071,A,2024-12-20,mobile,US,Referral,12,0,0,0,NULL,0
28072,B,2024-08-26,desktop,US,Organic,6,1,0,0,Pro,0
28073,B,2024-07-04,desktop,US,Email,7,1,1,0,Pro,24.00
28074,B,2024-03-01,desktop,US,Paid Search,18,1,0,0,Standard,0
28075,B,2024-07-27,mobile,IN,Social,8,1,0,0,Standard,0
28076,B,2024-06-09,desktop,US,Social,3,0,0,0,NULL,0
28077,A,2024-09-05,mobile,UK,Social,8,1,0,0,Standard,0
28078,A,2024-02-08,desktop,UK,Referral,14,1,0,0,Standard,0
28079,A,2024-11-08,mobile,US,Social,8,0,0,0,NULL,0
28080,B,2024-12-20,mobile,DE,Social,8,0,0,0,NULL,0
28081,A,2024-03-28,mobile,US,Social,14,1,0,0,Pro,0
28082,A,2024-09-01,mobile,US,Organic,10,1,0,0,Standard,0
28083,A,2024-10-28,mobile,DE,Paid Search,9,1,0,0,Pro,0
28084,A,2024-08-05,mobile,US,Organic,1,1,1,0,Standard,12.00
28085,B,2024-12-10,mobile,IN,Organic,5,1,1,1,Standard,12.00
28086,A,2024-07-20,mobile,IN,Email,7,1,1,1,Standard,60.00
28087,A,2024-04-21,desktop,US,Referral,12,1,0,0,Standard,0
28088,A,2024-07-06,mobile,US,Social,9,1,0,0,Standard,0
28089,A,2024-07-11,mobile,US,Referral,8,1,1,1,Standard,72.00
28090,A,2024-04-15,mobile,IN,Referral,10,0,0,0,NULL,0
28091,B,2024-10-23,mobile,UK,Email,6,1,0,0,Standard,0
28092,A,2024-08-27,desktop,CA,Paid Search,8,0,0,0,NULL,0
28093,A,2024-05-29,mobile,IN,Social,16,1,0,0,Standard,0
28094,A,2024-06-18,mobile,US,Social,14,1,0,0,Pro,0
28095,B,2024-05-30,mobile,UK,Email,15,0,0,0,NULL,0
28096,A,2024-06-27,mobile,IN,Paid Search,8,0,0,0,NULL,0
28097,A,2024-07-26,mobile,IN,Social,7,1,1,1,Standard,60.00
28098,A,2024-05-14,mobile,CA,Paid Search,7,1,1,1,Standard,96.00
28099,A,2024-11-02,desktop,DE,Paid Search,11,1,0,0,Standard,0
28100,B,2024-12-08,desktop,US,Paid Search,3,1,0,0,Standard,0
28101,A,2024-07-24,mobile,UK,Paid Search,11,1,1,1,Pro,120.00
28102,A,2024-09-28,desktop,CA,Organic,10,1,0,0,Standard,0
28103,B,2024-12-09,mobile,US,Email,7,0,0,0,NULL,0
28104,B,2024-03-21,desktop,NULL,Referral,8,1,1,1,Standard,120.00
28105,B,2024-03-20,mobile,BR,Organic,3,1,1,0,Pro,24.00
28106,B,2024-02-01,mobile,CA,Social,11,1,0,0,Standard,0
28107,A,2024-06-25,mobile,US,Social,5,0,0,0,NULL,0
28108,B,2024-05-14,mobile,IN,Email,12,1,0,0,Standard,0
28109,A,2024-08-07,desktop,US,Social,3,1,0,0,Pro,0
28110,B,2024-06-28,desktop,DE,Social,10,1,0,0,Standard,0
28111,A,2024-03-20,mobile,IN,Paid Search,9,0,0,0,NULL,0
28112,B,2024-06-06,mobile,US,Organic,4,1,1,1,Standard,84.00
28113,A,2024-01-13,desktop,UK,Organic,4,1,1,0,Standard,12.00
28114,B,2024-07-29,mobile,BR,Paid Search,11,0,0,0,NULL,0
28115,A,2024-04-21,mobile,IN,Paid Search,6,1,1,0,Standard,12.00
28116,A,2024-02-17,desktop,US,Organic,10,1,1,1,Pro,264.00
28117,A,2024-01-29,mobile,DE,Email,17,0,0,0,NULL,0
28118,A,2024-09-29,mobile,US,Organic,9,1,0,0,Pro,0
28119,B,2024-04-12,mobile,US,Social,14,0,0,0,NULL,0
28120,B,2024-09-10,mobile,DE,Paid Search,4,0,0,0,NULL,0
28121,A,2024-11-01,desktop,CA,Paid Search,9,1,0,0,Standard,0
28122,A,2024-07-16,desktop,DE,Social,6,1,0,0,Pro,0
28123,B,2024-02-26,desktop,UK,Organic,5,1,0,0,Standard,0
28124,A,2024-08-26,desktop,UK,Referral,5,1,1,0,Standard,12.00
28125,B,2024-01-31,desktop,US,Paid Search,7,1,0,0,Pro,0
28126,B,2024-11-02,desktop,US,Paid Search,9,1,1,1,Standard,24.00
28127,A,2024-10-15,mobile,US,Organic,9,1,1,0,Standard,12.00
28128,B,2024-06-10,desktop,US,Referral,9,1,0,0,Standard,0
28129,B,2024-04-21,mobile,US,Paid Search,9,0,0,0,NULL,0
28130,B,2024-09-27,desktop,DE,Social,7,0,0,0,NULL,0
28131,A,2024-08-09,desktop,IN,Paid Search,6,1,0,0,Standard,0
28132,A,2024-03-02,mobile,IN,Referral,6,0,0,0,NULL,0
28133,A,2024-10-14,mobile,US,Referral,11,1,1,1,Pro,72.00
28134,B,2024-05-15,mobile,CA,Organic,4,1,1,1,Pro,192.00
28135,A,2024-11-27,desktop,US,Organic,11,1,0,0,Standard,0
28136,A,2024-11-06,mobile,US,Paid Search,12,0,0,0,NULL,0
28137,A,2024-04-23,mobile,BR,Organic,6,1,0,0,Pro,0
28138,B,2024-04-15,desktop,US,Organic,10,1,0,0,Standard,0
28139,B,2024-06-09,desktop,US,Paid Search,9,1,0,0,Standard,0
28140,A,2024-10-29,mobile,US,Paid Search,10,1,0,0,Standard,0
28141,B,2024-02-25,mobile,US,Referral,16,1,1,0,Standard,12.00
28142,B,2024-05-09,mobile,UK,Social,5,1,0,0,Standard,0
28143,A,2024-09-10,mobile,CA,Paid Search,7,0,0,0,NULL,0
28144,A,2024-01-15,desktop,UK,Social,12,1,0,0,Standard,0
28145,B,2024-01-24,mobile,IN,Organic,15,0,0,0,NULL,0
28146,B,2024-10-15,desktop,US,Paid Search,10,1,0,0,Standard,0
28147,B,2024-07-24,mobile,US,Organic,6,1,1,0,Standard,12.00
28148,B,2024-08-06,desktop,UK,Social,6,1,1,1,Standard,60.00
28149,A,2024-04-12,mobile,UK,Email,6,1,0,0,Pro,0
28150,B,2024-07-27,mobile,DE,Organic,9,1,0,0,Standard,0
28151,A,2024-08-01,desktop,IN,Organic,16,0,0,0,NULL,0
28152,A,2024-06-14,desktop,US,Organic,6,1,1,0,Standard,12.00
28153,A,2024-12-19,mobile,NULL,Organic,9,0,0,0,NULL,0
28154,A,2024-01-22,desktop,UK,Organic,11,0,0,0,NULL,0
28155,B,2024-06-15,desktop,NULL,Paid Search,7,1,1,0,Standard,12.00
28156,B,2024-11-15,mobile,UK,Referral,10,1,0,0,Standard,0
28157,A,2024-03-27,mobile,BR,Organic,8,0,0,0,NULL,0
28158,B,2024-12-10,mobile,BR,Referral,10,0,0,0,NULL,0
28159,B,2024-06-19,mobile,IN,Referral,8,1,0,0,Standard,0
28160,B,2024-03-06,mobile,IN,Social,8,0,0,0,NULL,0
28161,B,2024-02-09,mobile,US,Organic,7,1,1,0,Standard,12.00
28162,A,2024-05-13,mobile,US,Email,8,1,0,0,Standard,0
28163,A,2024-12-05,mobile,US,Referral,13,0,0,0,NULL,0
28164,A,2024-12-11,desktop,UK,Referral,5,0,0,0,NULL,0
28165,A,2024-08-07,desktop,US,Organic,11,1,0,0,Standard,0
28166,B,2024-02-20,mobile,US,Paid Search,7,1,1,1,Pro,264.00
28167,B,2024-06-30,mobile,DE,Paid Search,9,0,0,0,NULL,0
28168,A,2024-06-16,mobile,US,Organic,8,0,0,0,NULL,0
28169,A,2024-04-05,mobile,IN,Email,6,1,0,0,Pro,0
28170,B,2024-02-02,mobile,US,Social,9,0,0,0,NULL,0
28171,A,2024-06-03,mobile,NULL,Paid Search,8,1,0,0,Standard,0
28172,A,2024-05-30,mobile,IN,Organic,10,1,0,0,Pro,0
28173,A,2024-09-25,mobile,US,Organic,8,0,0,0,NULL,0
28174,B,2024-06-07,mobile,US,Organic,12,1,1,1,Standard,84.00
28175,A,2024-01-06,mobile,IN,Paid Search,8,1,1,1,Standard,144.00
28176,A,2024-01-09,desktop,US,Referral,8,1,1,1,Pro,288.00
28177,A,2024-09-19,mobile,US,Organic,12,0,0,0,NULL,0
28178,B,2024-09-10,desktop,IN,Social,11,1,0,0,Pro,0
28179,A,2024-03-08,mobile,US,Paid Search,10,0,0,0,NULL,0
28180,B,2024-11-18,desktop,UK,Email,7,0,0,0,NULL,0
28181,A,2024-09-11,desktop,US,Social,6,1,0,0,Pro,0
28182,B,2024-03-06,mobile,US,Organic,17,0,0,0,NULL,0
28183,A,2024-04-28,mobile,US,Social,8,1,0,0,Standard,0
28184,B,2024-12-22,mobile,UK,Referral,13,1,0,0,Pro,0
28185,A,2024-06-12,mobile,US,Organic,9,0,0,0,NULL,0
28186,B,2024-04-08,mobile,CA,Organic,7,1,0,0,Standard,0
28187,A,2024-07-25,desktop,IN,Organic,11,1,0,0,Standard,0
28188,A,2024-03-26,desktop,IN,Paid Search,4,0,0,0,NULL,0
28189,A,2024-10-24,mobile,US,Paid Search,8,0,0,0,NULL,0
28190,A,2024-10-25,mobile,UK,Social,7,1,0,0,Standard,0
28191,B,2024-10-28,mobile,CA,Paid Search,11,1,0,0,Standard,0
28192,B,2024-08-27,mobile,DE,Referral,6,1,0,0,Pro,0
28193,A,2024-09-22,mobile,US,Social,9,1,0,0,Pro,0
28194,A,2024-05-11,desktop,IN,Organic,6,1,0,0,Standard,0
28195,A,2024-11-22,desktop,IN,Social,2,0,0,0,NULL,0
28196,A,2024-03-01,desktop,IN,Social,11,1,0,0,Pro,0
28197,A,2024-04-15,mobile,US,Organic,8,0,0,0,NULL,0
28198,A,2024-12-28,desktop,CA,Paid Search,5,0,0,0,NULL,0
28199,B,2024-12-18,desktop,IN,Organic,12,0,0,0,NULL,0
28200,A,2024-07-19,mobile,BR,Email,7,1,0,0,Pro,0
28201,A,2024-07-16,desktop,CA,Referral,9,1,0,0,Pro,0
28202,A,2024-02-19,desktop,US,Paid Search,9,1,1,1,Pro,264.00
28203,B,2024-09-10,mobile,CA,Organic,17,0,0,0,NULL,0
28204,A,2024-01-14,mobile,US,Organic,12,1,1,0,Standard,12.00
28205,B,2024-05-08,mobile,US,Organic,4,0,0,0,NULL,0
28206,A,2024-06-16,desktop,IN,Paid Search,16,1,0,0,Pro,0
28207,A,2024-11-27,mobile,US,Social,7,1,0,0,Standard,0
28208,A,2024-12-20,desktop,BR,Referral,9,1,0,0,Pro,0
28209,A,2024-12-22,mobile,US,Social,9,1,1,0,Standard,12.00
28210,A,2024-10-27,desktop,BR,Paid Search,5,0,0,0,NULL,0
28211,A,2024-04-29,desktop,US,Paid Search,2,1,0,0,Standard,0
28212,B,2024-01-20,mobile,IN,Paid Search,11,1,1,0,Standard,12.00
28213,A,2024-06-19,mobile,US,Referral,18,0,0,0,NULL,0
28214,B,2024-05-01,mobile,CA,Email,6,1,1,0,Standard,12.00
28215,B,2024-09-09,mobile,BR,Social,6,0,0,0,NULL,0
28216,B,2024-05-29,mobile,IN,Paid Search,3,0,0,0,NULL,0
28217,B,2024-11-26,desktop,IN,Organic,8,1,0,0,Standard,0
28218,B,2024-05-31,mobile,DE,Organic,5,0,0,0,NULL,0
28219,B,2024-06-01,mobile,US,Paid Search,8,1,0,0,Pro,0
28220,B,2024-10-14,desktop,CA,Referral,10,0,0,0,NULL,0
28221,B,2024-08-17,desktop,US,Paid Search,4,0,0,0,NULL,0
28222,B,2024-04-15,desktop,US,Social,4,1,0,0,Pro,0
28223,A,2024-09-16,desktop,UK,Organic,14,0,0,0,NULL,0
28224,A,2024-08-07,mobile,IN,Paid Search,8,1,0,0,Pro,0
28225,B,2024-02-14,mobile,US,Social,8,1,0,0,Pro,0
28226,A,2024-07-04,desktop,US,Social,6,1,0,0,Pro,0
28227,A,2024-12-05,desktop,US,Social,5,1,0,0,Standard,0
28228,A,2024-03-29,desktop,US,Paid Search,10,1,1,0,Standard,12.00
28229,B,2024-06-15,desktop,CA,Organic,7,1,0,0,Standard,0
28230,A,2024-04-23,desktop,BR,Paid Search,14,1,0,0,Standard,0
28231,A,2024-07-29,mobile,US,Email,14,0,0,0,NULL,0
28232,A,2024-12-23,desktop,US,Organic,9,1,1,1,Pro,24.00
28233,B,2024-05-06,mobile,US,Social,10,1,1,0,Standard,12.00
28234,B,2024-11-07,mobile,CA,Paid Search,6,1,0,0,Pro,0
28235,B,2024-11-09,mobile,DE,Paid Search,4,1,0,0,Standard,0
28236,A,2024-04-17,mobile,US,Organic,18,0,0,0,NULL,0
28237,B,2024-10-18,desktop,NULL,Referral,6,1,0,0,Pro,0
28238,A,2024-12-27,desktop,CA,Paid Search,6,1,1,0,Standard,12.00
28239,B,2024-12-16,desktop,DE,Organic,10,0,0,0,NULL,0
28240,A,2024-08-22,mobile,UK,Organic,17,1,0,0,Standard,0
28241,A,2024-03-05,desktop,IN,Paid Search,15,1,0,0,Pro,0
28242,A,2024-02-20,desktop,US,Paid Search,7,0,0,0,NULL,0
28243,A,2024-04-19,desktop,DE,Social,8,1,1,1,Standard,108.00
28244,B,2024-08-21,mobile,US,Social,0,1,0,0,Standard,0
28245,A,2024-06-04,mobile,CA,Social,10,0,0,0,NULL,0
28246,A,2024-09-24,mobile,NULL,Paid Search,8,1,0,0,Standard,0
28247,A,2024-10-23,mobile,BR,Paid Search,18,0,0,0,NULL,0
28248,A,2024-03-16,mobile,US,Organic,11,1,0,0,Pro,0
28249,B,2024-11-30,desktop,US,Paid Search,11,1,0,0,Standard,0
28250,A,2024-01-26,mobile,IN,Paid Search,6,1,1,1,Standard,132.00
28251,B,2024-04-19,mobile,US,Paid Search,4,0,0,0,NULL,0
28252,A,2024-11-01,mobile,BR,Organic,14,1,0,0,Standard,0
28253,B,2024-03-18,mobile,US,Referral,7,0,0,0,NULL,0
28254,A,2024-04-01,desktop,UK,Paid Search,5,1,0,0,Standard,0
28255,B,2024-12-23,mobile,US,Organic,11,1,0,0,Pro,0
28256,B,2024-12-03,mobile,IN,Organic,14,1,0,0,Standard,0
28257,A,2024-10-31,mobile,US,Paid Search,6,0,0,0,NULL,0
28258,A,2024-03-13,desktop,CA,Email,8,0,0,0,NULL,0
28259,A,2024-04-15,mobile,IN,Email,9,1,0,0,Standard,0
28260,B,2024-04-07,desktop,IN,Paid Search,8,1,0,0,Standard,0
28261,B,2024-03-20,mobile,IN,Paid Search,13,1,0,0,Pro,0
28262,A,2024-12-21,mobile,US,Paid Search,18,1,0,0,Pro,0
28263,B,2024-03-11,desktop,US,Social,11,1,1,1,Standard,120.00
28264,A,2024-10-09,desktop,UK,Organic,8,1,0,0,Standard,0
28265,A,2024-01-23,mobile,US,Email,6,0,0,0,NULL,0
28266,B,2024-08-01,desktop,US,Organic,8,0,0,0,NULL,0
28267,B,2024-01-31,mobile,BR,Paid Search,10,1,0,0,Standard,0
28268,A,2024-01-27,mobile,US,Social,10,1,1,1,Standard,132.00
28269,B,2024-04-05,desktop,US,Social,12,1,0,0,Pro,0
28270,A,2024-12-07,desktop,IN,Paid Search,9,1,0,0,Standard,0
28271,A,2024-09-03,mobile,US,Paid Search,12,1,1,1,Standard,48.00
28272,B,2024-09-07,mobile,IN,Email,7,1,1,1,Standard,48.00
28273,A,2024-05-01,mobile,CA,Email,12,1,0,0,Standard,0
28274,A,2024-10-02,mobile,CA,Social,5,1,1,0,Standard,12.00
28275,B,2024-09-18,mobile,IN,Paid Search,5,0,0,0,NULL,0
28276,A,2024-07-02,mobile,NULL,Paid Search,6,0,0,0,NULL,0
28277,B,2024-09-18,mobile,US,Referral,11,1,0,0,Standard,0
28278,B,2024-11-18,mobile,DE,Paid Search,9,1,1,1,Pro,24.00
28279,B,2024-12-18,mobile,US,Paid Search,7,1,0,0,Standard,0
28280,B,2024-12-29,mobile,IN,Paid Search,17,0,0,0,NULL,0
28281,A,2024-07-12,mobile,US,Organic,9,0,0,0,NULL,0
28282,B,2024-01-15,mobile,US,Referral,8,1,0,0,Standard,0
28283,A,2024-04-05,mobile,IN,Email,6,0,0,0,NULL,0
28284,A,2024-03-23,desktop,US,Paid Search,11,0,0,0,NULL,0
28285,B,2024-05-03,desktop,US,Email,8,1,0,0,Pro,0
28286,B,2024-05-26,mobile,US,Organic,7,1,1,0,Standard,12.00
28287,B,2024-09-13,mobile,US,Social,11,0,0,0,NULL,0
28288,A,2024-07-25,mobile,IN,Referral,6,1,0,0,Standard,0
28289,A,2024-09-07,mobile,BR,Organic,14,1,1,0,Standard,12.00
28290,B,2024-12-22,mobile,UK,Social,14,1,0,0,Standard,0
28291,B,2024-01-22,mobile,US,Referral,9,1,0,0,Standard,0
28292,A,2024-01-07,mobile,UK,Referral,3,1,1,1,Standard,144.00
28293,A,2024-09-12,mobile,US,Social,14,1,0,0,Standard,0
28294,B,2024-08-01,desktop,UK,Organic,8,1,0,0,Standard,0
28295,B,2024-07-10,desktop,US,Paid Search,11,0,0,0,NULL,0
28296,A,2024-11-14,desktop,US,Paid Search,12,1,1,1,Pro,48.00
28297,B,2024-03-07,mobile,IN,Organic,12,1,0,0,Standard,0
28298,A,2024-08-11,mobile,US,Social,7,1,0,0,Standard,0
28299,B,2024-12-09,mobile,UK,Email,13,0,0,0,NULL,0
28300,B,2024-06-26,mobile,US,Organic,16,1,0,0,Standard,0
28301,A,2024-08-13,mobile,US,Organic,7,1,0,0,Standard,0
28302,A,2024-01-31,mobile,CA,Paid Search,8,1,0,0,Standard,0
28303,A,2024-05-21,mobile,US,Social,5,1,1,0,Pro,24.00
28304,A,2024-01-18,mobile,US,Organic,9,0,0,0,NULL,0
28305,A,2024-08-11,desktop,US,Organic,13,1,1,0,Pro,24.00
28306,A,2024-08-17,desktop,DE,Email,4,1,0,0,Pro,0
28307,A,2024-12-15,desktop,UK,Social,9,1,0,0,Standard,0
28308,B,2024-09-03,mobile,IN,Social,12,1,0,0,Standard,0
28309,B,2024-01-02,mobile,DE,Organic,7,1,0,0,Standard,0
28310,B,2024-11-07,mobile,BR,Paid Search,9,1,1,0,Standard,12.00
28311,B,2024-05-14,desktop,IN,Organic,10,0,0,0,NULL,0
28312,A,2024-09-29,desktop,CA,Organic,2,1,0,0,Standard,0
28313,A,2024-04-18,desktop,NULL,Social,9,1,0,0,Standard,0
28314,A,2024-10-14,mobile,US,Social,8,1,1,0,Pro,24.00
28315,A,2024-12-08,mobile,IN,Email,5,1,0,0,Standard,0
28316,B,2024-02-03,mobile,US,Paid Search,7,1,0,0,Pro,0
28317,B,2024-08-01,desktop,US,Organic,7,1,1,0,Standard,12.00
28318,A,2024-07-30,desktop,US,Social,9,0,0,0,NULL,0
28319,A,2024-04-27,desktop,UK,Organic,8,1,0,0,Standard,0
28320,A,2024-05-18,desktop,US,Paid Search,8,0,0,0,NULL,0
28321,B,2024-09-16,mobile,US,Social,7,0,0,0,NULL,0
28322,A,2024-04-30,mobile,UK,Paid Search,11,1,0,0,Standard,0
28323,A,2024-01-14,mobile,IN,Organic,6,0,0,0,NULL,0
28324,B,2024-10-17,mobile,IN,Referral,8,0,0,0,NULL,0
28325,A,2024-08-29,desktop,US,Paid Search,10,1,0,0,Pro,0
28326,B,2024-04-13,mobile,IN,Social,6,1,1,1,Pro,216.00
28327,B,2024-12-18,desktop,UK,Organic,6,0,0,0,NULL,0
28328,A,2024-11-28,desktop,IN,Organic,12,1,1,1,Standard,12.00
28329,B,2024-12-19,mobile,US,Email,12,1,0,0,Standard,0
28330,B,2024-07-20,mobile,IN,Paid Search,12,0,0,0,NULL,0
28331,B,2024-04-07,mobile,IN,Organic,9,0,0,0,NULL,0
28332,A,2024-03-13,mobile,US,Organic,9,1,1,0,Standard,12.00
28333,A,2024-12-14,desktop,US,Paid Search,13,1,1,0,Pro,24.00
28334,B,2024-11-26,desktop,US,Organic,8,1,1,1,Standard,12.00
28335,B,2024-10-08,mobile,DE,Organic,17,0,0,0,NULL,0
28336,A,2024-07-20,mobile,UK,Email,8,0,0,0,NULL,0
28337,A,2024-06-04,mobile,US,Organic,6,1,0,0,Standard,0
28338,A,2024-09-25,desktop,BR,Organic,9,1,0,0,Standard,0
28339,B,2024-01-04,mobile,CA,Referral,5,1,1,1,Standard,144.00
28340,B,2024-07-25,desktop,UK,Paid Search,11,1,0,0,Standard,0
28341,A,2024-09-17,desktop,BR,Paid Search,4,1,0,0,Standard,0
28342,B,2024-10-12,mobile,IN,Organic,4,1,1,1,Standard,36.00
28343,B,2024-06-28,mobile,IN,Referral,10,1,1,1,Pro,144.00
28344,A,2024-10-09,desktop,UK,Organic,7,0,0,0,NULL,0
28345,B,2024-02-10,mobile,BR,Paid Search,14,0,0,0,NULL,0
28346,A,2024-04-06,desktop,DE,Social,11,1,0,0,Standard,0
28347,B,2024-03-02,desktop,UK,Referral,8,1,0,0,Pro,0
28348,A,2024-05-18,desktop,DE,Email,7,1,1,1,Pro,192.00
28349,A,2024-05-20,mobile,US,Social,5,0,0,0,NULL,0
28350,A,2024-05-30,desktop,IN,Social,7,0,0,0,NULL,0
